"Sample ID","Original Depth (m)","AP_comp Depth (cm)","Age (kyr)","Sedimentation Rate (cm/kyr)","Dry Bulk Density (g/cm3)","C. wuellerstorfi d18O (‰ vs. PDB)","C. wuellerstorfi d18O (‰ vs. PDB) + 0.64‰","C. wuellerstorfi d13C (‰ vs. PDB)","IRD Concentration (grains/g)","IRD Apparent MAR (grains/cm2/kyr)"
"361-U1475F-2H-3, 40-42",23.824,2497.9,910.46,1.654,0.7541,3.701,4.34,-0.168,20.95,26.1307133110044
"361-U1475F-2H-3, 44-46",23.864,2501.9,912.88,1.648,0.7667,3.764,4.4,-0.405,48.23,60.9584267051299
"361-U1475F-2H-3, 48-50",23.904,2505.9,915.26,1.682,0.7805,3.692,4.33,-0.175,57.85,75.9378850439363
"361-U1475F-2H-3, 52-54",23.944,2509.9,917.31,1.954,0.8456,3.728,4.37,-0.397,83.84,138.541197068886
"361-U1475F-2H-3, 56-58",23.984,2513.9,918.85,2.588,0.8384,4.197,4.84,-0.711,119.24,258.76152565845
"361-U1475F-2H-3, 60-62",24.024,2517.9,920.13,3.128,0.83,4.024,4.66,-0.535,153.86,399.492086970129
"361-U1475F-2H-3, 64-66",24.064,2521.9,921.36,3.264,0.8431,4.205,4.85,-0.477,128.15,352.670807899449
"361-U1475F-2H-3, 68-70",24.104,2525.9,922.58,3.284,0.8585,4.087,4.73,-0.466,66.71,188.084956321845
"361-U1475F-2H-3, 72-74",24.144,2529.9,923.79,3.297,0.8766,4.18,4.82,-0.45,85.54,247.187618262737
"361-U1475F-2H-3, 76-78",24.184,2533.9,924.99,3.333,0.8687,3.869,4.51,-0.157,31.06,89.937335999996
"361-U1475F-2H-3, 80-82",24.224,2537.9,926.18,3.373,0.8892,3.926,4.57,-0.238,60.31,180.891346264112
"361-U1475F-2H-3, 84-86",24.264,2541.9,927.34,3.438,0.896,3.598,4.24,-0.439,19.48,60.0079106068467
"361-U1475F-2H-3, 88-90",24.304,2545.9,928.51,3.426,0.9081,3.293,3.93,-0.144,5.17,16.0855859528921
"361-U1475F-2H-3, 92-94",24.344,2549.9,929.66,3.477,0.8753,3.43,4.07,-0.168,5.58,16.9829123783016
"361-U1475F-2H-3, 96-98",24.384,2553.9,930.8,3.495,0.9282,3.268,3.91,-0.314,7.55,24.4903372357162
"361-U1475F-2H-3, 100-102",24.424,2557.9,931.94,3.514,0.9318,3.291,3.93,0.067,5.18,16.9619286592868
"361-U1475F-2H-3, 104-106",24.464,2561.9,933.07,3.552,0.9261,3.13,3.77,0.467,12.84,42.2335897709097
"361-U1475F-2H-3, 108-110",24.504,2565.9,934.19,3.567,0.9467,3.166,3.81,0.548,3.36,11.3449658493093
"361-U1475F-2H-3, 112-114",24.544,2569.9,935.31,3.554,0.9299,3.114,3.75,0.318,2.21,7.30289552238829
"361-U1475F-2H-3, 116-118",24.584,2573.9,936.43,3.594,0.9452,3.059,3.7,0.124,0,0
"361-U1475F-2H-3, 120-122",24.624,2577.9,937.55,3.56,0.9876,2.917,3.56,0.324,0,0
"361-U1475F-2H-3, 124-126",24.664,2581.9,938.68,3.553,0.9733,2.877,3.52,0.491,0,0
"361-U1475F-2H-3, 128-130",24.704,2585.9,939.82,3.489,0.9671,2.923,3.56,0.268,1.21,4.08273946794612
"361-U1475F-2H-3, 132-134",24.744,2589.9,940.98,3.464,0.9615,3.007,3.65,0.213,0,0
"361-U1475F-2H-3, 136-138",24.784,2593.9,942.15,3.412,0.9675,2.854,3.49,0.256,0,0
"361-U1475F-2H-3, 140-142",24.824,2597.9,943.32,3.408,0.9361,2.921,3.56,0.324,0,0
"361-U1475F-2H-3, 144-146",24.864,2601.9,944.52,3.347,0.9134,2.823,3.46,0.452,2.43,7.42917087866077
"361-U1475F-2H-3, 148-150",24.904,2605.9,945.7,3.38,0.921,2.997,3.64,0.277,,
"361-U1475F-2H-4, 2-4",24.944,2609.9,946.9,3.338,0.9343,2.945,3.59,0.343,0,0
"361-U1475F-2H-4, 6-8",24.984,2613.9,948.11,3.313,0.9651,2.881,3.52,0.253,0,0
"361-U1475F-2H-4, 10-12",25.024,2617.9,949.33,3.278,0.9613,2.857,3.5,0.23,0,0
"361-U1475F-2H-4, 14-16",25.064,2621.9,950.56,3.255,0.9831,2.894,3.53,0.307,0,0
"361-U1475F-2H-4, 18-20",25.104,2625.9,951.8,3.223,0.9774,2.927,3.57,0.227,0,0
"361-U1475F-2H-4, 22-24",25.144,2629.9,953.05,3.186,0.9386,2.807,3.45,-0.148,5.33,15.9404916752963
"361-U1475F-2H-4, 26-28",25.184,2633.9,954.31,3.176,0.9518,2.905,3.55,-0.196,5.19,15.6914145954095
"361-U1475F-2H-4, 30-32",25.224,2637.9,955.58,3.161,0.9419,2.852,3.49,-0.283,0,0
"361-U1475F-2H-4, 34-36",25.264,2641.9,956.86,3.127,0.96,2.834,3.47,0.213,0,0
"361-U1475F-2H-4, 38-40",25.304,2645.9,958.15,3.092,0.9276,2.879,3.52,0.124,0,0
"361-U1475F-2H-4, 42-44",25.344,2649.9,959.45,3.08,0.9388,3.707,4.35,-0.242,5.42,15.6695542382015
"361-U1475F-2H-4, 46-48",25.384,2653.9,960.76,3.058,0.945,3.633,4.27,-0.089,1.51,4.36376146788995
"361-U1475F-2H-4, 50-52",25.424,2657.9,962.04,3.13,0.9728,3.437,4.08,-0.255,5.53,16.8408364376277
"361-U1475F-2H-4, 54-56",25.464,2661.9,963.27,3.249,0.9618,3.646,4.29,-0.119,5.74,17.9375582812124
"361-U1475F-2H-4, 58-60",25.504,2665.9,964.48,3.31,0.9437,3.676,4.32,-0.094,,
"361-U1475F-2H-4, 62-64",25.544,2669.9,965.65,3.404,0.933,3.455,4.1,-0.386,7.52,23.8797113682774
"361-U1475F-2H-4, 66-68",25.584,2673.9,966.81,3.456,0.9466,3.876,4.52,-0.023,16.39,53.6171363400754
"361-U1475F-2H-4, 70-72",25.624,2677.9,967.96,3.486,0.9334,3.967,4.61,-0.16,23.42,76.204496034856
